kind,title,htmlTitle,link,displayLink,snippet,htmlSnippet,formattedUrl,htmlFormattedUrl,pagemap.metatags,pagemap.cse_thumbnail,pagemap.cse_image,pagemap.hcard,pagemap.QAPage,pagemap.audioobject,pagemap.listitem,pagemap.BreadcrumbList,pagemap.sitenavigationelement,pagemap.xfn
customsearch#result,What happened to France's other capitals?,What happened to <b>France&#39;s</b> other capitals?,https://www.thefrenchhistorypodcast.com/what-happened-to-frances-other-capitals/,www.thefrenchhistorypodcast.com,"Apr 1, 2023 ... It's no surprise that the City of Lights is the capital of France. However, in France's long history other cities have taken that role. In the ...","Apr 1, 2023 <b>...</b> It&#39;s no surprise that the City of Lights is the <b>capital of France</b>. However, in France&#39;s long history other cities have taken that role. In the&nbsp;...",https://www.thefrenchhistorypodcast.com/what-happened-to-frances-other-...,https://www.thefrenchhistorypodcast.com/what-happened-to-<b>france</b>s-other-...,"[{'msapplication-tilecolor': '#153CFF', 'og:image': 'https://getpodpage.com/image_transform_gate_v3/pu9v_3yIrpNBg6B9ooFMkkYjpog_Cz_mKi3WWxidTcI=/?image_url=https%3A%2F%2Fmegaphone.imgix.net%2Fpodcasts%2Feba64176-d028-11ed-b62f-b3dafaea0723%2Fimage%2F7e47d8.jpg%3Fixlib%3Drails-4.3.1%26max-w%3D3000%26max-h%3D3000%26fit%3Dcrop%26auto%3Dformat%2Ccompress&tint_color=%23153CFF&text_color=%23ffffff&title=What+happened+to+France%E2%80%99s+other+capitals%3F', 'og:type': 'website', 'twitter:title': 'What happened to France’s other capitals?', 'twitter:card': 'summary_large_image', 'og:site_name': 'The French History Podcast', 'twitter:domain': 'https://www.thefrenchhistorypodcast.com/what-happened-to-frances-other-capitals/', 'og:title': 'What happened to France’s other capitals?', 'msapplication-tileimage': 'https://megaphone.imgix.net/podcasts/e4c0e5f2-675d-11ed-aa46-3b524f5a7ad7/image/NewItunesLogo1.png?ixlib=rails-4.3.1&max-w=3000&max-h=3000&fit=crop&auto=format,compress', 'og:description': ""An episode covering the history of all the capitals of France; it wasn't just Paris!"", 'twitter:image:src': 'https://getpodpage.com/image_transform_gate_v3/pu9v_3yIrpNBg6B9ooFMkkYjpog_Cz_mKi3WWxidTcI=/?image_url=https%3A%2F%2Fmegaphone.imgix.net%2Fpodcasts%2Feba64176-d028-11ed-b62f-b3dafaea0723%2Fimage%2F7e47d8.jpg%3Fixlib%3Drails-4.3.1%26max-w%3D3000%26max-h%3D3000%26fit%3Dcrop%26auto%3Dformat%2Ccompress&tint_color=%23153CFF&text_color=%23ffffff&title=What+happened+to+France%E2%80%99s+other+capitals%3F', 'viewport': 'width=device-width, initial-scale=1.0, maximum-scale=5.0', 'twitter:description': ""An episode covering the history of all the capitals of France; it wasn't just Paris!"", 'og:url': 'https://www.thefrenchhistorypodcast.com/what-happened-to-frances-other-capitals/', 'og:audio': 'https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/chrt.fm/track/E7177/pscrb.fm/rss/p/swap.fm/track/2IMk17EdnEqyRhJTIpIU/mgln.ai/e/p52658/traffic.megaphone.fm/FPMN5356018094.mp3?updated=1680311433'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG-XJFmAMDjCv46-4a3bbeZcTYZobos288ys4aYWumM9T0a2Mv7HZ-16k&s', 'width': '310', 'height': '163'}]",[{'src': 'https://getpodpage.com/image_transform_gate_v3/pu9v_3yIrpNBg6B9ooFMkkYjpog_Cz_mKi3WWxidTcI=/?image_url=https%3A%2F%2Fmegaphone.imgix.net%2Fpodcasts%2Feba64176-d028-11ed-b62f-b3dafaea0723%2Fimage%2F7e47d8.jpg%3Fixlib%3Drails-4.3.1%26max-w%3D3000%26max-h%3D3000%26fit%3Dcrop%26auto%3Dformat%2Ccompress&tint_color=%23153CFF&text_color=%23ffffff&title=What+happened+to+France%E2%80%99s+other+capitals%3F'}],,,"[{'transcript': 'Paris has been the most populous and powerful city in France since the medieval period. Other major cities like Marseille, Lyon and Bordeaux have not even come close to Paris’ population,...'}]",,,,
customsearch#result,"The Capital of Christmas in Strasbourg, France - Dreams Abroad","The <b>Capital</b> of Christmas in Strasbourg, <b>France</b> - Dreams Abroad",https://www.dreamsabroad.com/the-capital-of-christmas-in-strasbourg-france/,www.dreamsabroad.com,"Strasbourg hosts the largest Christmas market and tree in the Alsace region. You can feel the Christmas spirit the second you step into the market, even if you ...","Strasbourg hosts the largest Christmas market and tree in the Alsace region. You can feel the Christmas spirit the second you step into the market, even if you&nbsp;...",https://www.dreamsabroad.com/the-capital-of-christmas-in-strasbourg-france/,https://www.dreamsabroad.com/the-<b>capital</b>-of-christmas-in-strasbourg-<b>france</b>/,"[{'p:domain_verify': '94b1fca91b1d1cc0b353e0c77c0561a2', 'msapplication-config': 'https://www.dreamsabroad.com/wp-content/themes/dreams-abroad/images/favicons/browserconfig.xml', 'og:image': 'https://www.dreamsabroad.com/wp-content/uploads/IMG_3419-scaled.jpg', 'theme-color': '#ffffff', 'article:published_time': '2022-12-07T11:00:13+00:00', 'og:image:width': '2048', 'twitter:card': 'summary_large_image', 'og:site_name': 'Dreams Abroad', 'twitter:label1': 'Written by', 'twitter:label2': 'Est. reading time', 'og:image:type': 'image/jpeg', 'et-api-origin': 'https://www.dreamsabroad.com', 'title': 'The Capital of Christmas in Strasbourg, France - Dreams Abroad', 'msapplication-tileimage': 'https://www.dreamsabroad.com/wp-content/themes/dreams-abroad/images/favicons/mstile-144x144.png', 'og:description': 'Looking to spread some holiday cheer? What better way than by visiting the Capital of Christmas in Strasbourg, France!', 'twitter:creator': '@Dreams_Abroad', 'article:publisher': 'https://www.facebook.com/dreamsabroadglobal/', 'twitter:data1': 'Kristen Gammage', 'twitter:data2': '6 minutes', 'twitter:site': '@Dreams_Abroad', 'article:modified_time': '2024-10-18T19:40:28+00:00', 'msapplication-tilecolor': '#ffffff', 'og:type': 'article', 'author': 'Kristen Gammage', 'og:title': 'The Capital of Christmas in Strasbourg, France', 'og:image:height': '1536', 'viewport': 'width=device-width, initial-scale=1.0', 'og:locale': 'en_US', 'et-api-version': 'v1', 'og:url': 'https://www.dreamsabroad.com/the-capital-of-christmas-in-strasbourg-france/', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7K19Bo72-qSaoFYBwn1ODK64Ht41MPCR3J-D92QyRmTI7clFoBt8rZ0qq&s', 'width': '259', 'height': '194'}]",[{'src': 'https://www.dreamsabroad.com/wp-content/uploads/IMG_3419-scaled.jpg'}],"[{'fn': 'Beth', 'nickname': 'Beth', 'photo': 'https://secure.gravatar.com/avatar/5530a882cd5000805049970c563a5fa2fa2d4b0c0936563be9c194e4d8a32550?s=32&r=g'}, {'fn': 'Leanne', 'nickname': 'Leanne', 'photo': 'https://secure.gravatar.com/avatar/84c242c7cdd0166dc700eb33a7739f503506904124bb3194b9a75b987f852811?s=32&r=g'}, {'fn': 'briannemanzb', 'nickname': 'briannemanzb', 'photo': 'https://secure.gravatar.com/avatar/221c6c1b9e24fc1e1eb4f0d0930e13664ba1c3fd57a6ca5ab1c5b8c0ec949d0d?s=32&r=g'}, {'fn': 'Stephanie', 'nickname': 'Stephanie', 'photo': 'https://secure.gravatar.com/avatar/789328204b288edf0ffb8a7fd50d7e7926bd09d3e11c055754a5202293329ec3?s=32&r=g'}, {'fn': 'Sonia Seivwright', 'photo': 'https://secure.gravatar.com/avatar/d3058ac827d791eca04dde09335bf662be309880855cb8d8b4268c5a50d15ead?s=32&r=g'}, {'fn': 'Whitney Stewart', 'photo': 'https://secure.gravatar.com/avatar/9d1adb35d0d1c7b682ce064c028fbce985a7ffbcaeac3097fcc44036e33202a1?s=32&r=g'}, {'fn': 'Rosey', 'nickname': 'Rosey', 'photo': 'https://secure.gravatar.com/avatar/fa123c4d9d0e48d5f1a2dfaf31273f0efed9e88f373f7a5693c206ba1f7abebf?s=32&r=g'}, {'fn': 'Samantha Donnelly', 'photo': 'https://secure.gravatar.com/avatar/f2199c96ce99e251f682103463af7ef5f88f89c075e54f8d1c4232782418d244?s=32&r=g'}, {'fn': 'Luna S', 'photo': 'https://secure.gravatar.com/avatar/e046d1b272eb50c6e5ffdf5831ef7a11408422bc780df6d87a6e7393425c769a?s=32&r=g'}, {'fn': 'Home Decor Ideas', 'photo': 'https://secure.gravatar.com/avatar/4e5338237dd465eab829917551552893ed5c7503868b97a82666262f50133d9e?s=32&r=g'}]",,,,,,
customsearch#result,MSA Safety Welcomes Tour de France to its own 'World Capital of ...,MSA Safety Welcomes Tour de <b>France</b> to its own &#39;World <b>Capital</b> of ...,https://news.msasafety.com/2023-07-12-MSA-Safety-Welcomes-Tour-de-France-to-its-own-World-Capital-of-Fire-Helmets,news.msasafety.com,"Jul 12, 2023 ... Home to the iconic MSA Gallet fire helmet, Chatillon-sur-Chalaronne is serving as a stage town for the first time in the Tour de France's 120- ...","Jul 12, 2023 <b>...</b> Home to the iconic MSA Gallet fire helmet, Chatillon-sur-Chalaronne is serving as a stage town for the first time in the Tour de <b>France&#39;s</b> 120-&nbsp;...",https://news.msasafety.com/2023-07-12-MSA-Safety-Welcomes-Tour-de-F...,https://news.msasafety.com/2023-07-12-MSA-Safety-Welcomes-Tour-de-<b>F</b>...,"[{'apple-itunes-app': 'app-id=1276643219', 'twitter:card': 'summary', 'twitter:title': 'MSA Safety Welcomes Tour de France to its own ‘World Capital of Fire Helmets’', 'og:site_name': 'MSA Press Room', 'viewport': 'width=device-width, initial-scale=1.0', 'twitter:description': 'CHATILLON-sur-CHALARONNE, France, July 12, 2023 – Helmets are an important safety product used by people around the globe, ranging from the cyclists in the Tour de France to firefighters helping...', 'og:title': 'MSA Safety Welcomes Tour de France to its own ‘World Capital of Fire Helmets’', 'og:url': 'https://news.msasafety.com/2023-07-12-MSA-Safety-Welcomes-Tour-de-France-to-its-own-World-Capital-of-Fire-Helmets', 'og:description': 'CHATILLON-sur-CHALARONNE, France, July 12, 2023 – Helmets are an important safety product used by people around the globe, ranging from the cyclists in the Tour de France to firefighters helping...'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHw4uYHldhnkW5QJHbdIwrGFmv1sQ0YjP8mlTB3iu_fmcjDGg5DuV6dlI&s', 'width': '259', 'height': '194'}]",[{'src': 'https://news.msasafety.com/file.php/177711/MSA+Tour+de+France+helmet+-+up+close.jpg?thumbnail=asset'}],,,,,,,
customsearch#result,Discover the city of Paris | Paris the capital city of France,Discover the city of Paris | Paris the <b>capital</b> city of <b>France</b>,https://www.cia-france.com/french-kids-teenage-courses/paris-school/visit-paris,www.cia-france.com,"Paris is the city of romance par excellence, the fashion capital and the best example of French art de vivre. Exploring Paris is an essential rite of passage ...","Paris is the city of romance par excellence, the fashion <b>capital</b> and the best example of French art de vivre. Exploring Paris is an essential rite of passage&nbsp;...",https://www.cia-france.com/french-kids-teenage-courses/paris.../visit-paris,https://www.cia-<b>france</b>.com/french-kids-teenage-courses/paris.../visit-paris,"[{'cancel-label': 'Undo', 'msapplication-tilecolor': '#da532c', 'og:image': 'https://www.cia-france.com/media/121/presentation-paris_1920x1080.jpg', 'theme-color': '#ffffff', 'og:type': 'website', 'og:language': 'en', 'viewport': 'width=device-width, initial-scale=1', 'csrf-token': 'H6wXSu5kwXLy3RsFc8aDHXbHbC1d3SaI4Asq0GyN', 'og:title': 'Discover the city of Paris | Paris the capital city of France', 'choose-label': 'Select', 'included-label': 'Included', 'og:description': 'Discover Paris and learn French, the pleasure of making progress. Paris is the city to visit while improving your French.'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-aM3eY1oiTXaw2FSc9tXwbT-Q1A-iHEkOT98bQWRSf5BJEJkBDz-pJePs&s', 'width': '300', 'height': '168'}]",[{'src': 'https://www.cia-france.com/media/121/presentation-paris_1920x1080.jpg'}],,,,,,,
customsearch#result,"13 Reasons They Call Lyon ""Food Capital Of The World""",13 Reasons They Call Lyon &quot;Food <b>Capital</b> Of The World&quot;,https://www.offbeatfrance.com/lyon-food-capital.html,www.offbeatfrance.com,It took a few centuries for Lyon to claim the title of food capital of the world - plus the work of a few culinary giants. Here's how France's foodie city ...,It took a few centuries for Lyon to claim the title of food <b>capital</b> of the world - plus the work of a few culinary giants. Here&#39;s how <b>France&#39;s</b> foodie city&nbsp;...,https://www.offbeatfrance.com/lyon-food-capital.html,https://www.offbeat<b>france</b>.com/lyon-food-<b>capital</b>.html,"[{'og:image': 'https://www.offbeatfrance.com/images/guide-michelin-2023.png', 'og:type': 'article', 'viewport': 'width=device-width, initial-scale=1', 'og:title': '13 Reasons They Call Lyon ""Food Capital Of The World""', 'og:url': 'https://www.offbeatfrance.com/lyon-food-capital.html', 'og:description': 'Lyon, food capital of the world, according to chefs and gastronomes. Just how right are they?'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-Bd5SPybH0W4aNlVTVYL4T__-eKz0TSmOniRITwyQ7ePM0Ephs2-zoLI&s', 'width': '172', 'height': '293'}]",[{'src': 'https://www.offbeatfrance.com/images/guide-michelin-2023.png'}],,,,"[{'item': 'Home', 'name': 'Home', 'position': '1'}, {'item': 'Destinations', 'name': 'Destinations', 'position': '2'}, {'item': 'Lyon', 'name': 'Lyon', 'position': '3'}, {'name': 'Lyon: Food Capital of the World', 'position': '4'}]",,,
customsearch#result,What to See and Do in The Capital of France,What to See and Do in The <b>Capital of France</b>,https://lovetovisitfrance.substack.com/p/what-to-see-and-do-in-the-capital,lovetovisitfrance.substack.com,"Nov 25, 2024 ... Paris, the capital of France, is renowned for its timeless beauty, rich history, and iconic landmarks. Known as the ""City of Light,"" it has long ...","Nov 25, 2024 <b>...</b> Paris, the <b>capital of France</b>, is renowned for its timeless beauty, rich history, and iconic landmarks. Known as the &quot;City of Light,&quot; it has long&nbsp;...",https://lovetovisitfrance.substack.com/p/what-to-see-and-do-in-the-capital,https://lovetovisit<b>france</b>.substack.com/p/what-to-see-and-do-in-the-<b>capital</b>,"[{'og:image': 'https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fbccc05a6-02aa-4f2d-aaa5-bd1e90704183_1000x750.jpeg', 'og:type': 'article', 'twitter:card': 'summary_large_image', 'twitter:title': 'What to See and Do in The Capital of France', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, user-scalable=0, viewport-fit=cover', 'author': 'Globetrottingwithp', 'twitter:description': 'Find the Hidden Gems in the City of Love', 'og:title': 'What to See and Do in The Capital of France', 'norton-safeweb-site-verification': '24usqpep0ejc5w6hod3dulxwciwp0djs6c6ufp96av3t4whuxovj72wfkdjxu82yacb7430qjm8adbd5ezlt4592dq4zrvadcn9j9n-0btgdzpiojfzno16-fnsnu7xd', 'og:url': 'https://lovetovisitfrance.substack.com/p/what-to-see-and-do-in-the-capital', 'og:description': 'Find the Hidden Gems in the City of Love', 'twitter:image': 'https://substackcdn.com/image/fetch/f_auto,q_auto:best,fl_progressive:steep/https%3A%2F%2Flovetovisitfrance.substack.com%2Fapi%2Fv1%2Fpost_preview%2F152094574%2Ftwitter.jpg%3Fversion%3D4'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCavcnFRPV4rysjKfaOCThC2idhyVFJyuikAAHRspSb0pw6cQo5f_I6BU&s', 'width': '290', 'height': '174'}]","[{'src': 'https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fbccc05a6-02aa-4f2d-aaa5-bd1e90704183_1000x750.jpeg'}]",,,,,,,
customsearch#result,Paris: Capital of the 19th Century,Paris: <b>Capital</b> of the 19th Century,https://library.brown.edu/cds/paris/chronology1.html,library.brown.edu,"Following the aftermaths of the Revolution of 1789 and the abolishment of the monarchy, the First Republic of France is established on September 22 of 1792.","Following the aftermaths of the Revolution of 1789 and the abolishment of the monarchy, the First Republic of <b>France</b> is established on September 22 of 1792.",https://library.brown.edu/cds/paris/chronology1.html,https://library.brown.edu/cds/paris/chronology1.html,[{'version': 'version 3.0'}],"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtbjj77ZlPpb3TUGsCaf2X5x2ntQTLP9iK1he6R2Cgj34Dz39NAWFSLZ0&s', 'width': '199', 'height': '254'}]",[{'src': 'https://library.brown.edu/cds/paris/img/chronology/chronology1.jpg'}],,,,,,,
customsearch#result,Bayonne: the chocolate capital of France - Multilingual Mum,Bayonne: the chocolate <b>capital of France</b> - Multilingual Mum,https://multilingualmum.com/2017/11/bayonne-the-chocolate-capital-of-france.html,multilingualmum.com,"Nov 21, 2017 ... Bayonne is a charming Basque town, and it was the first home of chocolate makers in France.","Nov 21, 2017 <b>...</b> Bayonne is a charming Basque town, and it was the first home of chocolate makers in <b>France</b>.",https://multilingualmum.com/.../bayonne-the-chocolate-capital-of-france.ht...,https://multilingualmum.com/.../bayonne-the-chocolate-<b>capital-of-france</b>.ht...,"[{'og:image': 'https://multilingualmum.com/wp-content/uploads/2017/11/Bayonne-fortress-and-houses.jpg', 'og:type': 'article', 'article:published_time': '2017-11-21T21:35:34+00:00', 'og:image:width': '1200', 'twitter:card': 'summary_large_image', 'og:site_name': 'Multilingual Mum', 'author': 'Jane Welton', 'og:title': 'Bayonne: the chocolate capital of France - Multilingual Mum', 'og:image:height': '900', 'twitter:label1': 'Written by', 'twitter:label2': 'Estimated reading time', 'og:image:type': 'image/jpeg', 'msapplication-tileimage': 'https://multilingualmum.com/wp-content/uploads/2017/03/cropped-MMlogo512trans-270x270.png', 'og:description': 'Bayonne is a charming Basque town, and it was the first home of chocolate makers in France.', 'twitter:creator': '@jane_welton', 'twitter:data1': 'Jane Welton', 'twitter:data2': '6 minutes', 'twitter:site': '@jane_welton', 'viewport': 'width=device-width, initial-scale=1', 'og:locale': 'en_GB', 'og:url': 'https://multilingualmum.com/2017/11/bayonne-the-chocolate-capital-of-france.html'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEGkyL2ydltMettErVlE6bf-Wkx65X9VxdkGQhIrDMsIr2Tuug_6GEKmqX&s', 'width': '259', 'height': '194'}]",[{'src': 'https://multilingualmum.com/wp-content/uploads/2017/11/Bayonne-fortress-and-houses.jpg'}],,,,,,,
customsearch#result,Christmas in Strasbourg - Christmas in Alsace,Christmas in Strasbourg - Christmas in Alsace,https://www.christmas.alsace/strasbourg-christmas-market/,www.christmas.alsace,"Strasbourg, Capital of Christmas · Essential things to do · At the heart of France's oldest Christmas market · A fairytale ambience under the Christmas lights.","Strasbourg, <b>Capital</b> of Christmas &middot; Essential things to do &middot; At the heart of <b>France&#39;s</b> oldest Christmas market &middot; A fairytale ambience under the Christmas lights.",https://www.christmas.alsace/strasbourg-christmas-market/,https://www.christmas.alsace/strasbourg-christmas-market/,"[{'theme-color': '#72174d', 'og:type': 'activity', 'twitter:card': 'summary', 'twitter:title': 'Christmas in Strasbourg - Christmas in Alsace', 'og:site_name': 'Christmas in Alsace -', 'og:title': 'Christmas in Strasbourg - Christmas in Alsace', 'msapplication-navbutton-color': '#72174d', 'og:description': 'From around the magnificent Cathedral to the city’s most beautiful squares, Strasbourg, Capital of Christmas, invites you to share in the most marvellous of all the holidays.', 'apple-mobile-web-app-status-bar-style': '#72174d', 'viewport': 'width=device-width,initial-scale=1,maximum-scale=1, user-scalable=no', 'apple-mobile-web-app-capable': 'yes', 'twitter:description': 'From around the magnificent Cathedral to the city’s most beautiful squares, Strasbourg, Capital of Christmas, invites you to share in the most marvellous of all the holidays.', 'mobile-web-app-capable': 'yes', 'og:locale': 'en_GB', 'position': '1', 'og:url': 'https://www.christmas.alsace/strasbourg-christmas-market/'}]",,,,,,,[{}],,
customsearch#result,What Makes Lyon The Gastronomical Capital Of France?,What Makes Lyon The Gastronomical <b>Capital Of France</b>?,https://www.thetravel.com/what-makes-lyon-the-gastronomical-capital-of-france/,www.thetravel.com,"Jul 8, 2022 ... Lyon is the silk capital of Europe, but often overlooked by visitors and revered by experts as a culinary destination, is France's best-kept ...","Jul 8, 2022 <b>...</b> Lyon is the silk <b>capital</b> of Europe, but often overlooked by visitors and revered by experts as a culinary destination, is <b>France&#39;s</b> best-kept&nbsp;...",https://www.thetravel.com/what-makes-lyon-the-gastronomical-capital-of-fr...,https://www.thetravel.com/what-makes-lyon-the-gastronomical-<b>capital-of-fr</b>...,"[{'og:image': 'https://static1.thetravelimages.com/wordpress/wp-content/uploads/2023/04/tv.png', 'og:type': 'article', 'og:image:width': '1140', 'article:published_time': '2022-07-08T15:30:13Z', 'article:section': 'Travel', 'twitter:card': 'summary_large_image', 'twitter:title': 'What Makes Lyon The Gastronomical Capital Of France?', 'og:site_name': 'TheTravel', 'og:title': 'What Makes Lyon The Gastronomical Capital Of France?', 'og:image:height': '640', 'og:description': ""Lyon is the culinary gem of French cuisine, even though many people are unaware of it. Let's explore the reasons for it."", 'article:author': 'Aunindita Bhatia', 'article:publisher': 'https://www.facebook.com/GlobeTrotterTravelsNow/', 'twitter:image': 'https://static1.thetravelimages.com/wordpress/wp-content/uploads/2023/04/tv.png?q=70&fit=contain&w=1200&h=628&dpr=1', 'fb:app_id': '1731767910204070', 'twitter:site': '@TheTravel_com_', 'article:modified_time': '2022-07-08T15:30:13Z', 'viewport': 'width=device-width, initial-scale=1', 'twitter:description': ""Lyon is the culinary gem of French cuisine, even though many people are unaware of it. Let's explore the reasons for it."", 'og:locale': 'en_US', 'og:url': 'https://www.thetravel.com/what-makes-lyon-the-gastronomical-capital-of-france/'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS93X7QZOHF6Fi_ri-9R3yHtjNuNT9d2j1SidxVPy2ayCCYXx-i5z_Ptaw&s', 'width': '300', 'height': '168'}]",[{'src': 'https://static1.thetravelimages.com/wordpress/wp-content/uploads/2023/04/tv.png'}],,,,,,"[{'name': 'Travel News', 'url': 'Travel News'}]",
customsearch#result,"Bordeaux, wine capital of France","Bordeaux, wine <b>capital of France</b>",https://www.thegr8experience.com/experiences/bordeaux-wine-capital-of-france,www.thegr8experience.com,"Bordeaux, wine capital of France · Access to the world's best wineries to discover the secrets behind their success (Chateau Mouton Rothschild, Chateau Phelan ...","Bordeaux, wine <b>capital of France</b> &middot; Access to the world&#39;s best wineries to discover the secrets behind their success (Chateau Mouton Rothschild, Chateau Phelan&nbsp;...",https://www.thegr8experience.com/.../bordeaux-wine-capital-of-france,https://www.thegr8experience.com/.../bordeaux-wine-<b>capital-of-france</b>,"[{'og:image': 'https://cdn.prod.website-files.com/6358ff4aa0f8c06c5421ca1a/63877c669799b55d52929dd2_0_.jpg', 'twitter:title': 'Bordeaux, wine capital of France', 'og:type': 'website', 'twitter:card': 'summary_large_image', 'viewport': 'width=device-width, initial-scale=1', 'twitter:description': 'Enjoy the finest wines of the prestigious Bordeaux region while savoring traditional French gastronomy at some of the country’s top Michelin starred establishments. Discover the subterranean cellars and the wine making secrets of the historical chateaux of the region and marvel at the expansive sprawls of historic vineyards. Meet with the distinguished wine producers and learn the art of creating your very own “Bordeaux style blend”. To enhance the experience, immerse yourself in a cooking class experience held in a beautiful castle incorporating the noblest regional products such as foie gras, truffles, and duck. In the evenings, relax in the luxury surroundings of your 5-star hotel or discover the benefits of vinotherapy at Sources de Caudalie luxury spa.', 'og:title': 'Bordeaux, wine capital of France', 'og:description': 'Enjoy the finest wines of the prestigious Bordeaux region while savoring traditional French gastronomy at some of the country’s top Michelin starred establishments. Discover the subterranean cellars and the wine making secrets of the historical chateaux of the region and marvel at the expansive sprawls of historic vineyards. Meet with the distinguished wine producers and learn the art of creating your very own “Bordeaux style blend”. To enhance the experience, immerse yourself in a cooking class experience held in a beautiful castle incorporating the noblest regional products such as foie gras, truffles, and duck. In the evenings, relax in the luxury surroundings of your 5-star hotel or discover the benefits of vinotherapy at Sources de Caudalie luxury spa.', 'twitter:image': 'https://cdn.prod.website-files.com/6358ff4aa0f8c06c5421ca1a/63877c669799b55d52929dd2_0_.jpg'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8QG5efMh06d3lLxR1VP_6pYEhtsL-sEqCildNmGCg2pCB2KOsYDY9WR4g&s', 'width': '318', 'height': '159'}]",[{'src': 'https://cdn.prod.website-files.com/6358ff4aa0f8c06c5421ca1a/63877c669799b55d52929dd2_0_.jpg'}],,,,,,,
